dimension,rank,doc_id,title,year,section,snippet,metrics,evidence_strength,semantic_score,structural_score,recency_score,diversity_score,final_score
Maintainability,14,95TMJST6,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,2022,Introduction,The Internet of Things (IoT) is a network of tiny devices connected over the Internet to observe the physical world  gather data  and consciously act on it in a useful way. Billions of connected IoT devices are expected to bring a substantial added value for communities and for individuals  also in view of the fact that IoT is tightly connected with several well-known trends  such as Big Data  smart cities  and Industry 4.0  which promise to deeply change many aspects of our lives in the future. As an example  the unprecedented amount of data gathered by billions of IoT sensors will bring us the ability to get new insights and actionable intelligence regarding our world [1 2]. The pervasive presence of smart connected devices will enable the development of innovative services to improve our lives [3] and to face new and unexpected challenges  such as the COVID-19 outbreak [4]  and private and public objects (i.e.  things) will be available to anyone for renting  even for a short time  to support a new form of shared economy [5]. The general problem of giving a reward to subjects that contribute to this novel added value ecosystem is not only an economic or business-related question. Many IoT applications are peculiar regarding the amount of involved users  the volume and diversity of generated data  the frequency of economic transactions and their latency constraints  J. Sens. Actuator Netw. 2022  11  20. https://doi.org/10.3390/jsan11020020 https://www.mdpi.com/journal/jsan J. Sens. Actuator Netw. 2022  11  20 2 of 36 as well as security requirements. Hence  related technical and architectural aspects are by themselves an interesting cross-cutting dimension for many IoT applications. This is even more compelling if we observe that decentralization is going to be a fundamental aspect of evolved IoT ecosystems. In fact  a single organization handling a vast amount of heterogeneous and pervasive IoT devices is not simply unrealistic  but also unfeasible. We expect that in the more complex scenarios  many organizations will contribute to a single IoT ecosystem. Furthermore  the pervasive nature of IoT deployments usually requires the involvement of end-users that buy  deploy  and contribute their devices to an ecosystem on the basis of some kind of future advantage. Ecosystems of this kind grow as more people are willing to contribute  and not (only) under the pressure of centralized investments.,latency; tps; security,weak,0.0024,1.2,1.0,0,0.3417
Maintainability,15,P8H92LYE,A Comprehensive Survey of Blockchain Scalability: Shaping Inner-Chain and Inter-Chain Perspectives,2024,Discussion,Proof Message Blockchain C Blockchain D Figure 4: The overview of Blockchain of Blockchains. As a forerunner of public BoBs  Polkadot [130] standardizes the method for passing mes- sages between parallel chains of homogenous relay networks. It acknowledges the interoperabil- ity of parallel chains  which may engage in cross-chain interactions to reinforce the performance of one another. A standard created by Polkadot 2.0 called XCM [17] enables protocol design- ers to specify the types of data and sources from which their chains can send and receive data. It comes with one virtual machine that enables flexible execution and one virtual machine al- lows for adaptable execution. Another pioneer in the BoBs ecosystem is Cosmos. According to the IBC [67]  Cosmos is an end-to-end  connection-oriented  stateful protocol used to provide authenticated  reliable communication across diverse blockchains arranged in a dynamic topol- ogy. These advancements in the Polkadot ecosystem enhance the versatility and e fficiency of cross-chain communication and execution  ultimately contributing to the broader development of blockchain technology. Chainlink created CCIP [32]  focusing on end-to-end security  futur- istic interoperability  and an easy development process. The CCIP infrastructure consists of three layers: a message layer (programmable pass bridge)  a transport layer (CCIP core)  and a decen- tralized prophet network (DON) based on the OCR2.0 protocol. External developers only need to develop sender and receiver contracts  all other components are included in the CCIP service  and the developers can easily interact across chains through a unified interface. LayerZero [153] is a trustless interoperability protocol  which provides a powerful  low-level communication prim- itive upon which a diverse set of cross-chain applications can be built. Aion [112] enables the decentralized internet and supports a public cross-chain with the Aion Virtual Machine.,security,weak,0.0024,1.2,1.0,0,0.3417
Maintainability,16,LHSBHPMK,"Decentralized Finance (DEFI) in the U. S. economy: A review: Assessing the rise, challenges, and implications of blockchain-driven financial systems.",2024,Literature Review,ping the future of finance. 3.4. Milestones in DeFi Development in the U.S. The evolution of Decentralized Finance (DeFi) in the United States is a testament to the dynamic interplay between  technological innovation and financial services. The journey of DeFi  from its nascent stages to becoming a significant  part of the financial landscape  is marked by several key milestones that reflect its growing impact and integration into  the broader economy. The early stages of DeFi's development coincided with the advent of blockchain technology and the introduction of  Bitcoin in 2008. However  it was the launch of Ethereum in 2015  with its groundbreaking smart contract capabilities   that truly set the stage for the DeFi revolution. The United States  known for its innovative spirit and technological  prowess  quickly emerged as a fertile  ground for the growth and development of DeFi applications. Protocols such as  MakerDAO  Compound  and Uniswap gained prominence  offering decentralized services like lending  borrowing  and  trading  which challenged traditional financial models by elimina ting intermediaries (Umarov  Umarov  & Umarov   2022). A pivotal moment in DeFi's journey was its increasing integration with traditional financial systems. Major financial  institutions in the U.S. began to recognize the potential of blockchain technology i n transforming finance. This  integration marked a shift in perception  positioning DeFi not just as an alternative but as a complementary component  of the broader financial ecosystem. This period saw significant investments from traditional financial entit ies into DeFi  projects  signaling a blending of the old with the new (Ozili  2022). Technological advancements and innovations have been at the heart of DeFi's growth in the U.S. Innovations such as  yield farming  liquidity mining  and the introduction of governance tokens have not only attracted a broader user base  but have also enhanced the functionality and efficiency of DeFi services. These innovations reflect the sector's  commitment to evolving and adapting to user needs and market dynamics (Umarov  Um arov  & Umarov  2022). The Ethereum Merge  which marked the transition of the Ethereum blockchain from proof -of-work (PoW) to proof-of- stake (PoS)  was another significant milestone for DeFi.,,weak,0.0026,1.0,1.0,0,0.3018
Maintainability,17,2UZ4P6TX,Streamlining Financial Operations: Developing Multi-Interface Contract Transfer Systems for Efficiency and Security,2022,Unknown,International Journal of Computer Technology and Electronics Communication (IJCTEC)                                  | ISSN: 2320-0081 | www.ijctece.com ||A Peer-Reviewed  Refereed and Bimonthly Journal |       || Volume 5  Issue 2  March – April 2022 ||     DOI: 10.15680/IJCTECE.2022.0502004  IJCTEC© 2022                                                            |     An ISO 9001:2008 Certified Journal   |                                               4821 Streamlining Financial Operations:  Developing Multi-Interface Contract Transfer  Systems for Efficiency and Security Sirisha Meka  Engineering Manager  Credit Karma  USA  snaidu.meka@gmail.com ABSTRACT: The Contract-to-Contract (C2C) Transfers system was developed to make transferring funds and assets  between contracts within a single plan simple  secure  and accessible across devices. Originally built for internal agents   it was later enhanced to support external users  offering a seamless experience on d esktop  mobile  and tablet (iPad)  platforms. The redesign focused on creating a more intuitive and interactive interface while ensuring consistent  functionality across all devices. The system was built using Java  Spring MVC  Gradle  AngularJS  jQuery  and  FTL  with Oracle databases and both  REST and SOAP web services to connect smoothly with external systems. A modular design  clean coding standards   and automated testing with JUnit  HP ALM  and SonarQube helped ensure reliability and maintainability. Depl oyments  on Tomcat and WebLogic servers were carefully validated  keeping post-production issues to a minimum. Users benefited from faster  more responsive interfaces  and the system consistently handled transactions securely and  efficiently. The project‟s success was supported by strong collaboration across teams  structured delivery cycles  and  thoughtful attention to both technical and user experience considerations. Overall  the C2C Transfer System demonstrates how thoughtful design and careful engineeri ng can deliver a reliable   user-friendly  and scalable financial application ready for future growth. KEYWORDS: Java  Spring  AngularJS  MuleSoft  SOAP/REST  Oracle  Jenkins  SonarQube  UI Engineering  API  Integration  FinTech Applications  Multi-Platform Development  Performance Optimization.,maintainability; security,strong,0.0025,1.0,1.0,0,0.3017
Maintainability,18,BGXGTQE8,Rahasak—Scalable blockchain architecture for enterprise applications,2021,Background,Zookeeper nodes in Rahasak. Figure 7: Lokka services communicate via kafka. 4.6. Rahasak-CA Rahasak-CA is the certiﬁcate authority in Rahasak blockchain. The blockchain peers and clients public key certiﬁcates are issued by the Rahasak- CA. Apache Cassandra storage has been used as the certiﬁcate storage in Rahasak-CA. All the certiﬁcates issued by the Rahasak-CA will be stored in the Apache Cassandra storage. When bootstrapping a blockchain peer  it will generate a public-private key pair and submits the public key into Rahasak-CA. Then Rahasak-CA will digitally sign that public key and store it in the certiﬁcate storage. Then these certiﬁcates will be available for other peers and client in the blockchain network. Rahasak-CA exposes REST based API and Apache Kafka based streaming API to communicate. There are two main APIs available  1) certiﬁcate publish API  2) certiﬁcate search 17 API. Blockchain peers and clients submit their public keys into the certiﬁcate store via certiﬁcate publish API. The certiﬁcates in the Rahasak-CA can be searched via the certiﬁcate search API. 4.7. Microservice Deployment Each blockchain node in the network runs their own Aplos  Storage and Lokka services. All these services are Dockerized and available to deploy with Kubernetes container orchestration system. The administrator for each node(e.g system admin of the organization) needs to conﬁgure and deploy their own services. Kafka cluster needs to be deployed independently from the Aplos  Storage and Lokka services. For the service deployments  Rahasak provides docker-compose based deployment scripts as well as Kubernetes helm chart based deployment scripts. The Kubernetes container orchestra- tion system will manage the termination and recovery after the sudden failure of the microservices in each of the blockchain nodes. 5. Rahasak Use Case As a use case of Rahasak blockchain  a connected vehicle(e.g containers and trucks) tracking platform with integrated 5G network is presented. The proposed platform is developed for ports to track their containers and trucks using GPS enabled 5G mobile phones. As shown in Figure 8 the trucks and containers in the port travel to diﬀerent locations. Each driver in the truck is equipped with a GPS enabled 5G mobile device. These 5G mobile devices will communicate with the 5G base stations.,,weak,0.0025,1.0,1.0,0,0.3017
Maintainability,19,TBNXFLKU,Blockchain Revolution in Banking Industry,2020,Background,ased on  blockchain to exchange credit. Voltron  is an open  platform  anyone can join easily and exchange  documents to the network. This platform enables  financial industries and banks to  give low cost faster  services to the customers. IV. BLOCKCHAIN ON FINTECH AND CTYPTOCURRENCI ES  A.  Financial Technology ( FinTech)  FinTech describe large variety of emerging technologies and  innovative business models to transform financial services in  an efficient way. Nowadays FinTech become an integral part  of Banking and it started to compete with non -financial  institutes which provide services to consumers. Rapid increase  of FinTech changed the business model of banking by  providing innovative solutions. Fi nTech banks attract their  customers by providing financial services more efficient   transparent  user friendly and automated than traditional  banks. Today FinTech includes Blockchain and  cryptocurrencies  Artificial Intelligence  Machine learning   Digital advisory and training system  Mobile payment systems  and Crowd funding [16]. Among them this research will  discuss impact of Blockchain and Cryptocurrencies on  FinTech. It is hard to quantify the growth and the size of  FinTech in banking industry. As a resu lt of the growth of  FinTech  it is a new wave of digital banking startups. a) Benefits of FinTech in Banking  There are many opportunities related to FinTech in banking  Industry.  1. Offer better banking services- FinTech banks provide  financial services in cost effective and flexible way.  2. Greater Access to Capital - FinTech appears in Peer - to Peer network by providing credits to users who  cannot get bank loans.  3. Cost Advantage - This provide transactions and  services in lower cost and fast. FinTech helps to  cutoff costs like cross-border transfers and make fast,,weak,0.0024,1.0,1.0,0,0.3017
Maintainability,20,95TMJST6,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,2022,Background,The Internet of Things (IoT) is a network of physical objects—things—that are equipped with sensors  actuators  and computation and communication capabilities for the purpose J. Sens. Actuator Netw. 2022  11  20 4 of 36 of observing a physical phenomenon  delivering the monitored data over the Internet  and acting in the environment  either according to local autonomous decisions or implementing remote commands [16]. The amount of IoT devices is rapidly increasing. By 2025  forecasts suggest that there will be more than 75 billion IoT-connected devices in use  which is three times those deployed in 2019 (https://www.statista.com/statistics/471264/iot-number-of-connected- devices-worldwide/  (accessed on 28 March 2022)). The unprecedented amount of data collected by the IoT on the physical world  combined with cloud computing  promotes the development of new services  affecting many aspects of human daily life and with great market potential. Typical areas of application include manufacturing  smart city  supply chain  transportation  agriculture  energy management  environmental monitoring  and many others [16]. Lately  IoT devices have not only been exchanging data; an emerging trend is to enable Machine-to-Machine (M2M) payments  turning each connected device into a platform for selling and purchasing. By 2022  451 Research’s IoT Market Monitor expects that USD 7.5 billion in new transactions will be driven  in the US  through IoT payments (https://www. forbes.com/sites/jordanmckee/2019/10/09/the-internet-of-payments-has-arrived/?sh= 6faa22da3e69  (accessed on 28 March 2022)). A typical IoT architecture consists of things  gateways  and the cloud platform (see Figure 2) [ 17]. Usually  things support power-efﬁcient wireless technologies (e.g.  Lo- RaWAN [18]  Sigfox [19]) that  in order to limit the energy consumption and prolong the network lifetime  do not allow direct connection to the Internet. In this scenario  gateways are more powerful devices  usually not bounded by energy constraints  in charge of re- ceiving the wireless communications from the things and delivering the messages to the cloud platform over the Internet.,tps,weak,0.0024,1.0,1.0,0,0.3017
Security,1,YDFZCS32,Trends in Development of Databases and Blockchain,2020,Abstract,n top of the MongoDB database. EthernityDB [38] can be used to integrate database functionalities in Ethereum blockchai n [24] by modularizing the Ethereum smart contracts. EthernityDB uses MongoDB for the coupling with Ethereum blockchain. CouchDB [7] is a key-value data store and provides rich query capability similar to MongoDB. Hyperledger Fabric [6 ] uses CouchDB as a state database for storing chaincode processed transaction data as key-value pairs. It supports rich queries against chaincode data. Hyperledger Composer also uses CouchDB by converting SQL queries into CouchDB JSON queries. QLDB Amazon QLDB [39] is a ledger database that abstracts many features of blockchain. It renders a tamper- resistant  transparent  and cryptographically veriﬁable ledger of transactions. QLDB lacks decentralization and hence doe s not follow any consensus algorithm. Therefore it best suits the enterprises which do not require any consensus and still wan t to have immutability of its data. QLDB also supports SQL queries. Cassandra Apache Cassandra [20] is one of the most popular NoSQL database developed by Facebook. Currently  it is in use at many big enterprises like Netﬂix  Instagram  Github  and eBay. It is a fully decentralized system and pro- vides great performance  durability and fault tolerance wi thout compromising availability. Cassandra has its query langua ge named CQL to interact with the system.,availability,weak,0.0025,1.4,1.0,0,0.3817
Security,2,5UM26KXB,Optimizing Blockchain Scalability: A Distributed Computing Perspective,2023,Abstract,etwork efficiency. Artificial Intelligence (AI) for Blockchain Scalability  AI can play a crucial role in enhancing blockchain scalability by optimizing network  performance  enabling predictive sc aling  and improving consensus algorithms. Some  specific applications of AI include:  ● Predictive Load Balancing:  AI algorithms can predict transaction traffic  patterns and optimize the allocation of resources across the blockchain network. By anticipating p eriods of high demand  AI can dynamically adjust resource  allocation  ensuring the network can scale effectively without overloading nodes. ● Intelligent Consensus Mechanisms:  AI could be employed to improve  consensus algorithms  making them more efficient a nd adaptable to changing  network conditions. For example  machine learning techniques could be used to  analyze network performance and adjust parameters of consensus protocols like  Proof-of-Work or Proof-of-Stake to improve throughput and minimize latency. ● Automated Fraud Detection: AI can help detect and prevent malicious activity  by analyzing transaction patterns and identifying anomalies that could indicate  fraud. This contributes to enhancing the security and reliability of blockchain  systems as they scale.,throughput; latency; scalability; security,weak,0.0024,1.4,1.0,0,0.3817
Security,3,BWBB68QP,A Survey of Blockchain Applications in the FinTech Sector,2022,Methodology,Issues Everex Blockchain Implementation Issues Lack of Financial Inclusion SureRemit does not need a bank account on the receiving side to use the voucher that is sent—the receiver simply needs a mobile phone to be able to use the voucher. Everex partners with banks targeting underbanked populations and allows workers to send money home without paying high remittance fees. Merchants must be partnered with SureRemit and accept tokens. Everex needs to have licensed exchange partners in the country of receipt to exchange tokens into local currency. Cost of Compliance Among Different Regulatory Environments SureRemit leverages the Stellar platform and also acquires partner merchants to bypass different regulatory environments altogether by settling Remit tokens with ﬁat currency via Stellar. - The Token can only be used to make purchases with partner merchants. Therefore  the money cannot be used if a partner merchant does not accept the Remit token. - Interoperability SureRemit has standardized the process regardless of country. The same information is required no matter where or with whom the transaction is placed. Everex has trusted banking partners in the countries they interact with  thus promising a 1:1 conversion rate of their eFiat stablecoins. - For the stable coins to be redeemed in Fiat currency  Everex must have local banking partners that operate within that currency. Otherwise  the eFiat cannot be sent/redeemed. Risk RemitToken is not subject to the volatility of currency exchange rates. Immediate and continuous liquidity provided by Stellar allows for the issuance and trading of tokens immediately. Therefore  they are not subject to the risk of exchange rates. The Everex Token is a dollar-pegged stablecoin  ensuring that the money being transferred is equivalent to the same ﬁat currency that is being transferred. The stablecoins used by Everex when redeemed from eFiat to ﬁat are subject to conversion rates that can be volatile. - Table 10. Remittance/International Money Transfer.,,weak,0.0026,1.3,1.0,0,0.3618
Security,4,2X6TJS94,Zero-trust-based security model against data breaches in the banking sector: A blockchain consensus algorithm,2023,Methodology,fectively with the use of an IDS. By moni- toring ICS  the company can evaluate the security practices followed by their users and educate them if any failure to adhere to compliance is noticed. This will ensure cyber awareness among users. ∙Data access policies (DAP) store the access control policies generated by the policy engine. The policies associated with accessing resources are encoded in this system. When an access request is notiﬁed  the policy engine communicates with DAP to determine the access privileges and policies related to the access request. Each policy is made about the business requirement. ∙Access logs on the other hand keep a record of every resource access and activity logs and network trafﬁc happening in the cloud premises as well as company premises. Logs are maintained across every resource to ensure if any security incident happens  traces can be made use of to analyze the activities. ∙Threat intelligence feed (TIF) gathers threat data from inter- nal as well as external resources to notify the policy engine regarding the access request decision. ∙Public key infrastructure (PKI) takes control of the produc- ing certiﬁcates to distribute among the assets and resources in banks. ∙ID management system (IDMS) is responsible for establish- ing  maintaining  and managing user accounts and data. The key information regarding a user is stored in this system. It also communicates with PKI to services required for account users. Security information and event management (SIEM) gath- ers security-related data for future examinations and helps in  26341573  2023  2  Downloaded from https://ietresearch.onlinelibrary.wiley.com/doi/10.1049/blc2.12028  Wiley Online Library on [18/02/2026]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons License CHAUDHRY and HYDROS 109 FIGURE 9 The proposed framework. policy revising. It also notiﬁes the enterprise of any possibility of attacks. 3.2 Blockchain mechanism in the proposed model Considering the security of banks  online payment transactions must be scrutinized as well.,tps; security,weak,0.0025,1.3,1.0,0,0.3617
Security,5,SUHXIEJV,Solutions to Scalability of Blockchain: A Survey,2020,Methodology,US Hybrid Consensus is a protocol that combines some classical consensus protocols. ByzCoin [25] proposes a two-phase protocol based on the idea of Bitcoin-NG [15]. However  it is able to ensure strong consistency by combining PoW and PBFT. In addition  ByzCoin uses a collective signing protocol called Cosi [71] to reduce the cost of the prepare and commit phases of PBFT and scale it to large consensus groups. Later works such as Hybrid consensus [72]  Solidus [73] also propose to combine different protocols with PoW aiming to improve on the throughput and security. Algorand [16] is a cryptocurrency based on a Byzantine Agreement (BA) protocol. By combining with V eriﬁable Random Functions [74]  users are chosen to become a com- mittee member to participate in the BA and reach consensus on the next set of transactions. To mitigate targeted attacks  the participant will be replaced after sending a message in BA. With all these approaches  Algorand scales to 500 000 users in experiments and achieves high throughput. f: OTHER CONSENSUS Some other new consensus algorithms have been proposed in recent years  including PoA (proof-of-authority) [75]  PoC (proof of capacity) [76] and PoP (proof-of-Participation) [77]  which make some modiﬁcations of the previous con- sensus to improve the scalability of blockchain. PoP (Proof of Participation) is a new protocol that imple- ments PoS through the mining mechanism of PoW. PoP selects a list of stakeholders to work out a computational task  which is simpler than that in PoW  to generate a new block. Other stakeholders who did not participate in the mining validate the block and propagate it. Unlike PoS  transaction fees in PoP are only distributed to stakeholders participat- ing in validation and propagation  which thus encourages stakeholders to maintain an online node and sustain the sys- tem. PoP includes two layers of security  proof-of-work  and proof-of-stake  that protect the system from security prob- lems (e.g. double-spending) and also consume less energy than the traditional PoW mechanism. PoC (Proof of Capacity) is a consensus algorithm that uti- lizes the storage resource (disk space) to mine.,throughput; scalability; security; consistency,medium,0.0025,1.3,1.0,0,0.3617
Security,6,RMTVS353,A Blockchain Solution for Securing Real Property Transactions: A Case Study for Serbia,2021,Methodology,LIS and its relations. Figure 3. RS_ChangeList class representing a list of changes in LIS and its relations. ISPRS Int. J. Geo-Inf. 2021  10  35 10 of 22 The process of conducting changes in LIS basically relies on a single database table. However  implementing the history of changes has been proved to be a complex and error-prone task  with the examples of deliberate changes in the database tables [58]. This creates the opportunity and gives the motivation to secure such records on a blockchain. Furthermore  the mentioned table is append-only which means that apart from inserting new rows no other operations  such as update or delete  should be allowed. This is in line with the blockchain transaction recording capabilities. The main privacy issue related to transactions in LIS that has been witnessed in previous years is that the database containing transactions data can be compromised. There have been reported cases of deliberate or non-deliberate errors in the table of changes that might cause problems. Therefore  a lot of paper documents are kept supporting the integrity of data saved in the database. Blockchain may increase overall conﬁdence in the system. LIS data is public for reading except for personally sensitive information or details about restrictions (such as the value of a mortgage or creditor)  but only selected users can modify data in it according to the assigned roles and privileges. At this point  these are selected employees of the cadastre in charge of these activities. 4. Requirements for Blockchain-Based LIS In order to establish blockchain-based LIS  key requirements should be addressed to launch a blockchain-based cadastral system. This includes: • Analysis whether blockchain network should be public or private and authorised and how identity management will be handled. • What data will comprise one transaction in a blockchain. • How smart contracts will be used and what business logic should be implemented and executed on a blockchain. 4.1. Access Options and Identity Management Current LIS is developed as a centralized ledger maintained by Republic Geodetic Authority.,integrity,weak,0.0025,1.3,1.0,0,0.3617
Security,7,DCQ4IEGI,Overview on the Blockchain-Based Supply Chain Systematics and Their Scalability Tools,2021,Methodology,"lity attack if Blockchain and ODN are disconnected  or be ing forcibly isolated. Besides  the ""one step down  one step up"" traceability principle provides end -to-end  traceability  but a stakeholder is limited to two strides of visibility. Emerging Science Journal | Vol. 4  Special Issue ""IoT  IoV  and Blockchain""  (2020  2021)  Page | 57  5-2-3- Vechain  Vechain [94] is a supply chain solution composed of vechain supply chain projects and vechainthor blockchain-based  platform as shown in Figure 4. Vechainthor is an enhanced version of Blockchain. It is forked and improved based on  the Ethereum codebase. The following are the enhancements:  1. Tx format includes three new fields: ID  DependsOn  Blockref  and Expiration ;  2. Each Tx has its own ID; thereby  the application deals with a single Tx instead of a Tx bundle of Txs ;  3. Blockref delivers additional information about the previous  current  and next block. Also  it gives info about Tx  creation time. It will be helpful for financial purposes in case of acceptance delay  for example ;  4. Expiration is added to the Tx to avoid stacking for a long time. In addition  a Tx can do additional POW to speed  up the validation time (it can consume more to track miners' attention  but the extra pow will compensate its  loss);  5. Multi-task transaction: a Tx is composed of many small Txs to address the complex business payments. Vechain  uses Proof of Authority ""POA"" as a consensus algorithm that considers both stake and reputation. The maximum Tx speed announced is 10k Tx per second. As future work  they are looking for involving side chains  to enhance the scalability of  the vechain system. Vechainthor introduces the new multilayer payment model to ensure  the token stability price. Two tokens are utili zed to fulfill the Tx process: VET and VTHO. VET is the main token or""  smart money"" that represents the amounts been held by users. VET generates VTHO to cover the cost of smart contracts  and Tx payments. Using this payment method will stabilize the cost of the token. Vechain uses Reed -Solomon (RS)  algorithm to shard objects into many parts  and then it reconstructs the data reliably from the remaining drives.",scalability,strong,0.0024,1.3,1.0,0,0.3617
Security,8,DCQ4IEGI,Overview on the Blockchain-Based Supply Chain Systematics and Their Scalability Tools,2021,Methodology,"ging Science Journal | Vol. 4  Special Issue ""IoT  IoV  and Blockchain""  (2020  2021)  Page | 55  5-2-1- WaltonChain  WaltonChain [52] is a particular blockchain designed for the supply chain to track the RFID -based Txs by multi  partners. As illustrated in Figure 2  it  is composed of parent chain and sub -chains with cryptocurrency named WTC  running and mined on the parent chain. A sub -chain is working separately after being created and registered inside the  parent chain. The parent ledger contains only detailed informat ion related to the sub -chains. Each sub -chain has its  ledger and can be created and registered any time under the parent chain network. Parent chain consensus is a  combination of POW  POS  and POL. Besides  its block creation time is 60 seconds. Its ledger  size is not affected by  the number of sub-chains since the parent chain runs independently of sub -chains. Thus  the parent chain is considered  scalable and secure. In addition  the smart contract is the foundation of waltonchain that builds and maintains the  underlying logic platform. The waltonchain block contains up to 255 Tx records. It is made up of Block’ depth and timestamp  block identity   block account ID and public key  the identity of the previous block and the hash value  the total number of tokens of the  Txs contained in the block and byte fee  the Tx information contained in the block  Block payload length and payload  hash value  The generated signature of the block  Accumulated coinage difficulty of the block. An updated version of  POS called proof of stake & trust (POST) is used to achieve the consensus of the waltonchain parent blockchain. With  the assistance of RFID  Blockchain involved the reputation of nodes to track their behavior and select the honest nodes  as coinage nodes. The POST mec hanism strengthens the security of the B lockchain. The subchains are free to choose  either POS or POST or any other consensus algorithm that fits their application requirements. To create a subchain  the  creator consumes WTC on the parent chain  so basic information regarding the new subchain is registered in the current  parent block.",security,strong,0.0024,1.3,1.0,0,0.3617
Security,9,DCQ4IEGI,Overview on the Blockchain-Based Supply Chain Systematics and Their Scalability Tools,2021,Methodology,"solution of Ambrosus is not a DLT-based system. It relies on participants' capacities to store the data  including  IoT devices. Ambrosus does not respond to computing and storage concerns to enhance IoT integration with the supply  chain. Emerging Science Journal | Vol. 4  Special Issue ""IoT  IoV  and Blockchain""  (2020  2021)  Page | 59  5-2-5- Modum  Modum [96] is a supply chain for monitoring solutions that control the distribution of immense volumes of sensitive  goods  especially pharmaceutical ones. It comprises the Ethereum blockchain network  the API applications  and a  specific sensor called modum tem perature logger. Modum architecture constitutes of frontend and backend phases  as  illustrated in Figure 6. The backend comprises an Ethereum network  smart contracts  and a specific server connected  directly to external users. The frontend comprises senso rs and mobile applications connected to the HTTPS server in  the backend via REST API and JSON. The SensorTag (Logger) is the top added value that is used to measure the  environmental conditions of the shipments. Each logger owns a unique MAC address repres ented in QR code and each  shipment has its unique QR named ""track and trace."" Both QR codes to be scanned by the user's mobile applications  and sent to the server. In case the server is not available  data will be stored on the logger's internal memory. On ce  received the combination QR codes  the server broadcasts the smart contract  then store the ID of the smart contract on  the sensor. Then the client scans the ""track and trace"" code and requests the temperature measurements from the sensor  via BLE ""Bluetooth low energy."" The smart contract obtains the data for verification purposes and sends back a report  to the mobile client. It certifies data authenticity at every change of ownersh ip. The evaluation results are immutably  stored in a Blockchain as of proof-of-existence. In this way  open the package to verify the content become useless.",tps,strong,0.0024,1.3,1.0,0,0.3617
Security,10,WIVMTFM7,A Blockchain Architecture for Trusted Sub-Ledger Operations and Financial Audit Using Decentralized Microservices,2022,Introduction,and V echain both use PoAuthority. Proof of Reputation (PoR) is a version of PoAuthority in which a reputable institution serves as the validator instead of an authorized identity. Trading platforms Gochain and Menlo one are now using PoR. Because a ﬁxed group of validators mining  the PoAuthority  and PoR algorithms make the blockchain network less decentralized  furthermore  they have not been thoroughly tested for performance and security issues [12]  [27]  [28]. E. DECENTRALIZED FINANCE DEFI AND SMART CONTRACTS Decentralized ﬁnance (DeFi) is a Blockchain-based ﬁnancial infrastructure that has recently grown in popularity. The term refers to a set of protocols established on open  unlicensed  and highly interoperable public smart contract systems  such as the Ethereum blockchain [6]  [18]. Traditional ﬁnancial services have been updated to be more open and transparent. The problem  in particular  does not rely on centralized orga- nizations or intermediaries. Instead  decentralized applica- tions and open protocols are used (DApps). The code ensures that agreements are followed  that transactions are safe and secure  and that allowed status changes are recorded on a public blockchain. As a result  this architecture can create an irreversible and highly interoperable ﬁnancial system with unparalleled transparency  equal access rights  and little need for custodians  central clearinghouses  or escrow services because ‘‘smart contracts’’ can handle the majority of these functions. DeFi uses a multi-layered architecture. Every layer has a distinct role. The layers are built on top of each other  resulting in an open and highly composable infrastructure that anyone can build on  rehash  or use. Here are the different layers of the DeFi stack [21]  [6]  for example: - The settlement layer allows the network to securely store ownership data and guarantees that any state changes adhere to its set of rules. - The asset layer: This category includes all assets issued on top of the settlement layer. This includes the native protocol asset as well as any other assets that have been issued on this Blockchain (usually referred to as tokens). - The protocol layer: The standards cover speciﬁc use cases such as decentralized exchanges  debt markets  derivatives  and on-chain asset management. These standards are commonly implemented as a set of open-access smart contracts (or DeFi applications).,security,weak,0.0028,1.2,1.0,0,0.3419
